;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;algo;dropout_rate;batch_size;learning_rate;min_val_loss_improvement;max_epochs_wo_improvement;n_hidden;num_hidden_layer;one_step_ahead;RMSE_Train_RW;MAPE_Train_RW;sMAPE_Train_RW;RMSE_Test_RW;MAPE_Test_RW;sMAPE_Test_RW;RMSE_Train_seasRW;MAPE_Train_seasRW;sMAPE_Train_seasRW;RMSE_Test_seasRW;MAPE_Test_seasRW;sMAPE_Test_seasRW;RMSE_Train_HA;MAPE_Train_HA;sMAPE_Train_HA;RMSE_Test_HA;MAPE_Test_HA;sMAPE_Test_HA;RMSE_Train;MAPE_Train;sMAPE_Train;RMSE_Test;MAPE_Test;sMAPE_Test
0;CashierData_weekly;full;mean;None;;;0,8000000000;ANN;0,0000000000;4;0,0100000000;100;20;10;2;False;652,9382131362;45,9348277367;39,3418153964;2515,4288690268;112,2777520003;94,3268301270;621,2710237946;46,0197081198;41,9118813201;1646,8342582174;63,2031357520;50,1207879779;1042,9003157049;148,3847534064;70,8726943860;2313,0242499868;180,7727040370;95,5438934296;467,1392461817;36,9496497453;34,5267248560;1748,5121561909;81,0450320624;61,3225560066
1;CashierData_weekly;full;mean;None;;;0,8000000000;ANN;0,0000000000;4;0,0100000000;1000;20;50;2;False;652,9382131362;45,9348277367;39,3418153964;2515,4288690268;112,2777520003;94,3268301270;621,2710237946;46,0197081198;41,9118813201;1646,8342582174;63,2031357520;50,1207879779;1042,9003157049;148,3847534064;70,8726943860;2313,0242499868;180,7727040370;95,5438934296;436,9694385429;41,0244416108;32,6452552104;1644,5266202591;90,2865593759;60,3206864816
