;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;order;seasonal_order;one_step_ahead;power_transform;log_transform;use_exog;with_intercept;RMSE_Train_RW;MAPE_Train_RW;sMAPE_Train_RW;RMSE_Test_RW;MAPE_Test_RW;sMAPE_Test_RW;RMSE_Train_seasRW;MAPE_Train_seasRW;sMAPE_Train_seasRW;RMSE_Test_seasRW;MAPE_Test_seasRW;sMAPE_Test_seasRW;RMSE_Train_HA;MAPE_Train_HA;sMAPE_Train_HA;RMSE_Test_HA;MAPE_Test_HA;sMAPE_Test_HA;RMSE_Train;MAPE_Train;sMAPE_Train;RMSE_Test;MAPE_Test;sMAPE_Test
0;Failure;full;None;None;;;0,8000000000;[3, 1, 0];[3, 0, 3, 52];True;True;False;True;True;;;;;;;;;;;;;;;;;;;;;;;;
