;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;algo;dropout_rate;batch_size;learning_rate;min_val_loss_improvement;max_epochs_wo_improvement;lstm_hidden_dim;lstm_num_layers;seq_length;one_step_ahead;RMSE_Train_RW;MAPE_Train_RW;sMAPE_Train_RW;RMSE_Test_RW;MAPE_Test_RW;sMAPE_Test_RW;RMSE_Train_seasRW;MAPE_Train_seasRW;sMAPE_Train_seasRW;RMSE_Test_seasRW;MAPE_Test_seasRW;sMAPE_Test_seasRW;RMSE_Train_HA;MAPE_Train_HA;sMAPE_Train_HA;RMSE_Test_HA;MAPE_Test_HA;sMAPE_Test_HA;RMSE_Train;MAPE_Train;sMAPE_Train;RMSE_Test;MAPE_Test;sMAPE_Test
0;CashierData_weekly;full;mean;None;;;0,8000000000;LSTM;0,0000000000;4;0,1000000000;0,0100000000;50;5;1;1;True;652,9382131362;45,9348277367;39,3418153964;1099,7438955059;60,6896419141;42,3537179769;621,2710237946;46,0197081198;41,9118813201;1646,8342582174;63,2031357520;50,1207879779;1042,9003157049;148,3847534064;70,8726943860;2284,6536319479;180,9920149241;94,7482530681;816,9052295911;81,1878330771;52,3742016535;1764,3736848284;106,0933812776;71,0655200399
