;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;algo;dropout_rate;batch_size;learning_rate;min_val_loss_improvement;max_epochs_wo_improvement;n_hidden;num_hidden_layer;one_step_ahead;RMSE_Train_RW;MAPE_Train_RW;sMAPE_Train_RW;RMSE_Test_RW;MAPE_Test_RW;sMAPE_Test_RW;RMSE_Train_seasRW;MAPE_Train_seasRW;sMAPE_Train_seasRW;RMSE_Test_seasRW;MAPE_Test_seasRW;sMAPE_Test_seasRW;RMSE_Train_HA;MAPE_Train_HA;sMAPE_Train_HA;RMSE_Test_HA;MAPE_Test_HA;sMAPE_Test_HA;RMSE_Train;MAPE_Train;sMAPE_Train;RMSE_Test;MAPE_Test;sMAPE_Test
0;CashierData_weekly;full;mean;None;;;0,8000000000;ANN;0,5000000000;8;0,0010000000;100;100;20;3;False;1017,8168847927;45,8610728684;39,0585896323;865,8487866902;52,4563937633;38,9304433863;613,9574266381;28,5016910355;28,1050831577;805,6331768991;104,1114656308;32,4031766884;716,6987969168;35,9212544290;30,9389800088;720,7663629337;63,0987292205;29,1740859846;1039,6965235261;45,3150984272;60,4648938966;906,8119022715;58,6238396056;44,1529978575
