;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;algo;dropout_rate;batch_size;learning_rate;min_val_loss_improvement;max_epochs_wo_improvement;n_hidden;num_hidden_layer;one_step_ahead;RMSE_Train_RW;MAPE_Train_RW;sMAPE_Train_RW;RMSE_Test_RW;MAPE_Test_RW;sMAPE_Test_RW;RMSE_Train_seasRW;MAPE_Train_seasRW;sMAPE_Train_seasRW;RMSE_Test_seasRW;MAPE_Test_seasRW;sMAPE_Test_seasRW;RMSE_Train_HA;MAPE_Train_HA;sMAPE_Train_HA;RMSE_Test_HA;MAPE_Test_HA;sMAPE_Test_HA;RMSE_Train;MAPE_Train;sMAPE_Train;RMSE_Test;MAPE_Test;sMAPE_Test
0;CashierData_weekly;full;mean;None;;;0,8000000000;ANN;0,0000000000;4;0,0100000000;100;20;10;2;False;652,9382131362;45,9348277367;39,3418153964;2515,4288690268;112,2777520003;94,3268301270;621,2710237946;46,0197081198;41,9118813201;1646,8342582174;63,2031357520;50,1207879779;1042,9003157049;148,3847534064;70,8726943860;2313,0242499868;180,7727040370;95,5438934296;442,4141610040;36,7567899328;33,5848151129;1688,8843690820;78,3708062063;59,0820674299
1;CashierData_weekly;full;mean;None;;;0,8000000000;ANN;0,0000000000;4;0,0100000000;1000;20;50;2;False;652,9382131362;45,9348277367;39,3418153964;2515,4288690268;112,2777520003;94,3268301270;621,2710237946;46,0197081198;41,9118813201;1646,8342582174;63,2031357520;50,1207879779;1042,9003157049;148,3847534064;70,8726943860;2313,0242499868;180,7727040370;95,5438934296;470,2464639376;39,9944308470;33,2474779492;1653,6547162560;80,4461629663;57,7441791570
