;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;algo;dropout_rate;batch_size;learning_rate;min_val_loss_improvement;max_epochs_wo_improvement;lstm_hidden_dim;lstm_num_layers;seq_length;one_step_ahead;RMSE_Train_RW;MAPE_Train_RW;sMAPE_Train_RW;RMSE_Test_RW;MAPE_Test_RW;sMAPE_Test_RW;RMSE_Train_seasRW;MAPE_Train_seasRW;sMAPE_Train_seasRW;RMSE_Test_seasRW;MAPE_Test_seasRW;sMAPE_Test_seasRW;RMSE_Train_HA;MAPE_Train_HA;sMAPE_Train_HA;RMSE_Test_HA;MAPE_Test_HA;sMAPE_Test_HA;RMSE_Train;MAPE_Train;sMAPE_Train;RMSE_Test;MAPE_Test;sMAPE_Test
0;OwnDoc;full;mean;None;;;0,8000000000;LSTM;0,0000000000;4;0,1000000000;0,0100000000;50;5;1;1;True;135,9676018826;22695,6056582287;77,7674942873;91,9623021082;24561,1931183161;86,0847734692;104,8591334801;7996,1211101599;49,9559105738;84,8664388828;16779,1169417778;68,4616626053;96,2825761246;20937,3762309210;52,2412133762;80,1516221136;24751,5139167768;62,6860708228;86,2166267244;18990,4267329649;51,4953081956;120,1559466645;22440,2061130881;80,1493435424
